字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求
买保险 优选平安保险商城 快速在线下单 在线理赔,http://www.baidu.com/baidu.php?url=a00000KEJeCxDFezEEZstTwtyzPK-14gxHkQwIDGaLrf0jTOwf3EWmR8CorRRncEG-ttnHADAbGbd2iTAI9lniraROCnjmDe5yYueRsvDWdH8VHr9ps3_V4D-8jIunxk5e_uOgabo9jgMBJJ71w8skNicUyH8myuk_C3IckTmXqkS0JjChEjVp6cwM5H53UBr7DpUjvlyemdjtJaSL-r1ng43MFg.7D_ig_8lZ_kXyPSuhFDA9O0zSaPrhjfO6uxY5uBzyNeQnhHuKVOFLOUOftVn5QBmOfSZqE5lOQ5g3tTqhH_1vyX5uvX5gqEqjzWh9JmoyFWl8hspN9h9mzUPhiVf.U1Y10ZDqsE2kCtON0ZKGm1Yk0ZfqsE2kCtON0A-V5HnknsKM5g93n0KdpHY0TA-b5HD0mv-b5Hn4n0KVIjYs0AVG5H00TMfqP1cd0ANGujY4nj0dP1fs0AFG5HcsP7tznHT0Uynqn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00Uy-b5H00pg7Y5H00mycqn7ts0ANzu1Ys0ZKs5H00UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uMfqn0KspjYs0Aq15H00mMTqn0K8IjYs0ZPl5fK9TdqGuAnqujDLQyPV0A-bm1Y0IZN15Hf1nj03P1TknWDkP1T1rjfkn100ThNkIjYkPH6znjDknWT1rH6v0ZPGujYsPAc4n164uyFhmvDzrHbz0AP1UHdKwHf4n1PjwRuKPRnYnWID0A7W5HD0TA3qP1f0TydY5H00Tyd15H00XMfqn0KVmdqhThqV5H00uA78IyF-gLK_my4GuZnq0ZK9I7qhUA7M5H00uAPGujYs0ANYpyfqQHD0mgPsmvnqn0KdTA-8mvnqn0KkUymqn0KhmLNY5H00pgPWUjYs0ZGsUZN15H00mywhUA7M5HD0UAuW5H00uAPWujY0mhwGujdKrjmdwW63nbRzwjnYPDwKrHfzPjuan1mkwDFArjDkffKBIjYs0AqY5H00ULFsIjYsc10Wc10Wnansc108nj0snj0sc10Wc100TNqv5HDsna3sn7tsQW0sg108njKxna3sP7tsQW0Yg108nj00ug9Y5H00mLFW5Hczrj6z&word=%E4%B9%B0%E4%BF%9D%E9%99%A9,,广告,,,,,,
吐血！同样是看病，看看富人们是怎么搞定的,https://tieba.baidu.com/p/2930523813,1,"
            3-19        ",,,,,,
欢迎咨询中国人寿电销金牌业务员小平,https://tieba.baidu.com/p/2886171307,3,"
            3-18        ",,,,,,
中国平安辽宁北区销冠团队小李为您服务,https://tieba.baidu.com/p/2914517557,0,"
            3-11        ",,,,,,
这是一则令人痛心的报道。,https://tieba.baidu.com/p/2885344469,0,"
            2-24        ",,,,,,
平安鑫利两全保险（分红型）,https://tieba.baidu.com/p/2828900706,7,"
            2-23        ",,,,,,
保险就该这样买,https://tieba.baidu.com/p/2881223051,0,"
            2-22        ",,,,,,
我的个人网上保险超市,https://tieba.baidu.com/p/2871514663,0,"
            2-16        ",,,,,,
上海自贸区专属理财产品--太保东方红,https://tieba.baidu.com/p/2869711961,0,"
            2-15        ",,,,,,
在广州想做保险的可以找我,https://tieba.baidu.com/p/2867585306,0,"
            2-14        ",,,,,,
"网上购买车险怎么买划算,平安车险-您的车险砖家!",http://www.baidu.com/baidu.php?url=a00000KEJeCxDFezE8CCt5kibTUXFOvhoPRW65rhTUik_ecO6ydhpoSpUGhdPL9XZgg9Q5x85su8f_FmaaC7zWfEPuv2pQ9S8AxX0FBHAEGYdBt0XAg6IiqoLWlclzls5JUl_VThJC8SKrJxk5zREQZGKnUEEBXmx6UROACGybZvCkTA8eoNhbhciYOV7PBsRyOgQ1B_K7UiDapIvHXCntEn4gSc.Db_j___vyyyyyyc69ksdFlZ_kfwGYsg_3_7eQ_ovX54rOexlZ-G94THZsvTTOot_qlgq--h15X-SVMPwX1h1vTUrzSuh2eoSLS94w1fdnNoDkqgHmP2s1f_IrHWE_R0.U1YY0ZDqsE2kCtON0ZKGm1Yk0Zfq1xWF1ehlsE21VTON0A-V5HnknsKM5g93n0KdpHY0TA-b5HD0mv-b5Hn4n0KVIjYs0AVG5H00TMfqP1cd0ANGujY4nj0dP1fs0AFG5HcsP7tznHT0Uynqn0KkTA-b5H00TyPGujYs0ZFMIA7M5H00Uy-b5H00pg7Y5H00mycqn7ts0ANzu1Ys0ZKs5H00UMus5H08nj0snj0snj00Ugws5H00uAwETjYs0ZFJ5H00uMfqn0KspjYs0Aq15H00mMTqn0K8IjYs0ZPl5fK9TdqGuAnqujDLQyPV0A-bm1Y0IZN15HRLrHmvnHR4PWfYP1b4rjTdPfKzug7Y5HDdrjcsnHDzP1n4rjm0Tv-b5H0YmWb1rj--mhuWmHc4rHc0mLPV5R77Pjb1nYP7wbDdf1fzPYf0mynqnfKsUWYLP0KkUgfqn0KkUgnqn0KlIjYs0AdWgvuzUvYqn0Kbmy4dmhNxTAk9Uh-bT1Y0TA7Ygvu_myTqn0Kbmv-b5H00ugwGujYVnfK9TLKWm1Ys0ZNspy4Wm1Ys0Z7VuWYs0AuWIgfqn0KGTvP_5H00XMK_Ignqn0K9uAu_myTqnfK_uhnqn0KbmvPb5fKBuA-b5RD3PWNArj6zwHFDn1fYwDD4PjcYPbc1PW7Dfbm3nH7K0AFY5HD0ULfqn0KETMKY5H0WnanWnansc10Wna3snj0snj0WnanWn0KkgLmqnH0sQW0sg108njKxna3sn7tsQW01g108njPxna3sn0K-XZfqn0KWThnqPH64Pf&word=%E4%B9%B0%E4%BF%9D%E9%99%A9,,广告,,,,,,
给大家介绍两款太平洋人寿的险种,https://tieba.baidu.com/p/2861142550,0,"
            2-11        ",,,,,,
"转贴:同志们!我刚看到一条保险的信息:""新华保险——福享一生终身...",https://tieba.baidu.com/p/2855579026,0,"
            2-8        ",,,,,,
在广州想买保险的朋友可以找我,https://tieba.baidu.com/p/2802417423,0,"
            1-7        ",,,,,,
哈尔滨平安公司保险咨询。代办车险,https://tieba.baidu.com/p/2784427953,0,"
            12-28        ",,,,,,
"转贴:同志们!我刚看到一条保险的信息:""新华保险——祥和万家两全...",https://tieba.baidu.com/p/2783817964,0,"
            12-28        ",,,,,,
特大好消息，买保险的注意了，过了这村就没这宝了,https://tieba.baidu.com/p/2768730256,1,"
            12-24        ",,,,,,
特大好消息，生命人寿2014开门钜献生命富贵宝年金保险计划隆...,https://tieba.baidu.com/p/2768720997,0,"
            12-19        ",,,,,,
买保险 找中国人寿  买中国人寿保险  找蒋浩杰  15151589315,https://tieba.baidu.com/p/2749825259,0,"
            12-8        ",,,,,,
谁要想买保险的可以找我    车险 寿险  团体险  财产险,https://tieba.baidu.com/p/2723822629,0,"
            11-24        ",,,,,,
保险是什么？买保险的目的是什么？,https://tieba.baidu.com/p/2699567673,1,"
            11-24        ",,,,,,
买保险,https://tieba.baidu.com/p/1605699366,19,"
            11-18        ",,,,,,
在网上买保险 六大要点必知_代理人分享_乐保网::lb100.com:...,https://tieba.baidu.com/p/2694185882,0,"
            11-8        ",,,,,,
焦作要买保险的问题专用贴,https://tieba.baidu.com/p/2673024562,2,"
            11-5        ",,,,,,
现在还有想买保险的看这里！,https://tieba.baidu.com/p/2611529293,7,"
            11-3        ",,,,,,
有什么保险是可以养老有可以医疗的啊？？,https://tieba.baidu.com/p/2290393005,5,"
            10-30        ",,,,,,
转贴:快来看!咱中国人自己的绿卡!不看后悔一辈子!信不信由你!反...,https://tieba.baidu.com/p/2662301450,0,"
            10-21        ",,,,,,
惠州太平洋保险分享 保险的十大黄金价值,https://tieba.baidu.com/p/2632560701,0,"
            10-19        ",,,,,,
为什么做善事身体好？,https://tieba.baidu.com/p/2631298783,0,"
            10-4        ",,,,,,
中秋赏月险撕开面具包装就是短期意外险,https://tieba.baidu.com/p/2585495850,0,"
            9-10        ",,,,,,
保险值得买吗？,https://tieba.baidu.com/p/2533420331,0,"
            8-19        ",,,,,,
中国太平保险 有想咨询和购买保险的 可以进来看看,https://tieba.baidu.com/p/2530766303,3,"
            8-14        ",,,,,,
中国人民人保“百万身价”新款保险产品隆重登场,https://tieba.baidu.com/p/2522534047,0,"
            8-10        ",,,,,,
重庆想了解保险的联系我,https://tieba.baidu.com/p/2519028987,0,"
            8-9        ",,,,,,
给车买保险，都说上全险，具体全险都是什么啊？都有什么用啊?,https://tieba.baidu.com/p/2241429610,5,"
            7-21        ",,,,,,
平安张晗竭诚为您服务!,https://tieba.baidu.com/p/2471075859,0,"
            7-20        ",,,,,,
中国平安保险,https://tieba.baidu.com/p/2468308164,0,"
            7-19        ",,,,,,
莱芜保险代理,https://tieba.baidu.com/p/2460532592,0,"
            7-15        ",,,,,,
尊越人生理财型产品隆重上市,https://tieba.baidu.com/p/2404465030,1,"
            7-3        ",,,,,,
买平安人寿保险,https://tieba.baidu.com/p/1597855722,5,"
            6-21        ",,,,,,
中国太平人寿,https://tieba.baidu.com/p/2407820160,0,"
            6-21        ",,,,,,
工银安盛人寿顺德分公司,https://tieba.baidu.com/p/2402971728,0,"
            6-19        ",,,,,,
中国人寿上海分公司,https://tieba.baidu.com/p/2372686748,0,"
            6-5        ",,,,,,
欢迎青岛朋友们~,https://tieba.baidu.com/p/2346347799,0,"
            5-23        ",,,,,,
南阳市泰康人寿,https://tieba.baidu.com/p/2314201606,0,"
            5-8        ",,,,,,
上海中国人寿保险公司,https://tieba.baidu.com/p/2308773511,0,"
            5-5        ",,,,,,
小隐于野中隐于市,https://tieba.baidu.com/p/2304185871,0,"
            5-3        ",,,,,,
上海中国人寿分公司。有要买保险的进,https://tieba.baidu.com/p/2290449755,0,"
            4-25        ",,,,,,
买保险就买太平少儿阳光天使两全保险,https://tieba.baidu.com/p/2285384907,0,"
            4-23        ",,,,,,
转贴:保险的意义与功用,https://tieba.baidu.com/p/2283537890,0,"
            4-22        ",,,,,,
转贴:喝酒后不能做的事情,https://tieba.baidu.com/p/2276878035,0,"
            4-18        ",,,,,,
转贴:2013 年 朱令案的再分析 (转载)(转载),https://tieba.baidu.com/p/2276868929,0,"
            4-18        ",,,,,,
"转贴:奈何我泱泱中华大国,竟然就造不出那口婴儿能喝的奶粉来?",https://tieba.baidu.com/p/2276867159,0,"
            4-18        ",,,,,,
保险，到底包不保险？慎重！看看吧！,https://tieba.baidu.com/p/2087473548,2,"
            4-15        ",,,,,,
年收入6W想买保险，不知买什么15208104040,https://tieba.baidu.com/p/1350974915,30,"
            4-15        ",,,,,,
平安保险,https://tieba.baidu.com/p/2266665760,0,"
            4-13        ",,,,,,
汽车出险了，怎么办啊？,https://tieba.baidu.com/p/2241490021,3,"
            4-6        ",,,,,,
买什么样的保险？找对人，找对公司。,https://tieba.baidu.com/p/2247438426,0,"
            4-2        ",,,,,,
我想买保险,https://tieba.baidu.com/p/1911419551,9,"
            3-28        ",,,,,,
谁买保险！不要抢，不要贴，只要联系方式,https://tieba.baidu.com/p/2215741192,0,"
            3-17        ",,,,,,
我想买车险，深圳的，有木有谁给介绍一下的。我电话15013554998.,https://tieba.baidu.com/p/2213337620,1,"
            3-16        ",,,,,,
转贴:西安车险送好礼_保险吧,https://tieba.baidu.com/p/2199629863,1,"
            3-8        ",,,,,,
快进买保险吧吧,https://tieba.baidu.com/p/2166343111,2,"
            2-24        ",,,,,,
为什么,https://tieba.baidu.com/p/2105789079,1,"
            1-17        ",,,,,,
谁有比较全的险种,https://tieba.baidu.com/p/2014543160,2,"
            12-25        ",,,,,,
连续在本吧签到2天，晒下签到排名照，看看我神马水平,https://tieba.baidu.com/p/1989355719,0,"
            11-16        ",,,,,,
【郑州】【中国平安】竭诚为您提供寿险 车险全方位服务,https://tieba.baidu.com/p/1334920498,151,"
            11-15        ",,,,,,
连续在本吧签到11天，晒下签到排名照，看看我神马水平,https://tieba.baidu.com/p/1944176386,0,"
            10-26        ",,,,,,
福利厂在我不知道的情况下用我的残疾证去买保险，又不给我怎么办,https://tieba.baidu.com/p/1916426008,0,"
            10-12        ",,,,,,
工地工伤理赔保险,https://tieba.baidu.com/p/1909421452,1,"
            10-9        ",,,,,,
济南 卖保险的可以问我哦。  不求卖保险  只求结识有缘人！,https://tieba.baidu.com/p/1768554781,1,"
            10-8        ",,,,,,
连续在本吧签到9天，晒下签到排名照，看看我神马水平,https://tieba.baidu.com/p/1901563731,0,"
            10-5        ",,,,,,
连续在本吧签到7天，晒下签到排名照，看看我神马水平,https://tieba.baidu.com/p/1898857983,0,"
            10-3        ",,,,,,
连续在本吧签到1天，晒下签到排名照，看看我神马水平,https://tieba.baidu.com/p/1879490851,0,"
            9-23        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1792399483,0,"
            9-20        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1806376733,1,"
            9-20        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1808736800,1,"
            9-20        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1827126896,1,"
            9-20        ",,,,,,
中国平安 在宁津,https://tieba.baidu.com/p/1872346059,0,"
            9-20        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1813181511,0,"
            8-23        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1800780897,0,"
            8-18        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1794296298,0,"
            8-15        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1788453493,0,"
            8-12        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1784425337,0,"
            8-10        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1781207793,0,"
            8-9        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1779257462,0,"
            8-8        ",,,,,,
中国平安 平安中国,https://tieba.baidu.com/p/1777100083,0,"
            8-7        ",,,,,,
买保险有疑惑的可以找我,https://tieba.baidu.com/p/1739588957,0,"
            7-21        ",,,,,,
杭州买保险,https://tieba.baidu.com/p/1190998153,12,"
            7-8        ",,,,,,
求买康宁终身保险客户,https://tieba.baidu.com/p/1680215699,1,"
            6-23        ",,,,,,
亲们，有谁要买保险的，给个意见吧！,https://tieba.baidu.com/p/1676420481,0,"
            6-21        ",,,,,,
中国平安,https://tieba.baidu.com/p/1496983710,0,"
            4-6        ",,,,,,
想今年给全家买一份福利保险,https://tieba.baidu.com/p/1213811124,9,"
            4-3        ",,,,,,
诚邀给的业务精英加入本群。,https://tieba.baidu.com/p/1489454375,0,"
            4-2        ",,,,,,
成都想了解保险的  请进,https://tieba.baidu.com/p/1468276767,0,"
            3-21        ",,,,,,
中国平安,https://tieba.baidu.com/p/1467775315,0,"
            3-21        ",,,,,,
我要卖保险 13958184157,https://tieba.baidu.com/p/1035226647,4,"
            3-15        ",,,,,,
我要买保险,https://tieba.baidu.com/p/781615181,19,"
            3-15        ",,,,,,
2个理财1个保障哈尔滨,https://tieba.baidu.com/p/1449184157,3,"
            3-15        ",,,,,,
哈尔滨,https://tieba.baidu.com/p/1455948258,0,"
            3-14        ",,,,,,
小白求教,https://tieba.baidu.com/p/1454517674,1,"
            3-13        ",,,,,,
了解清这些你在考虑买保险！,https://tieba.baidu.com/p/1443388623,1,"
            3-8        ",,,,,,
北京保险业务员请进资源交流q群 196250536,https://tieba.baidu.com/p/1391222950,0,"
            1-29        ",,,,,,
买保险  找太平洋保险杭州客服专员张成龙15858273578,https://tieba.baidu.com/p/1348157146,1,"
            1-11        ",,,,,,
长沙买保险联系我  生命人寿 你的最佳选择,https://tieba.baidu.com/p/1331428410,6,"
            12-20        ",,,,,,
在北京的朋友买幼儿保险可找我，可咨询。qq：229342343,https://tieba.baidu.com/p/1322342817,0,"
            12-14        ",,,,,,
免费为大家提供保险方面的咨询,https://tieba.baidu.com/p/1287071229,2,"
            12-12        ",,,,,,
阳光保险集团,https://tieba.baidu.com/p/1310044074,0,"
            12-4        ",,,,,,
......,https://tieba.baidu.com/p/1294632367,2,"
            11-23        ",,,,,,
多少分,https://tieba.baidu.com/p/1290815123,1,"
            11-20        ",,,,,,
【旅游保险】美亚“乐悠游”境外旅行,https://tieba.baidu.com/p/1275127617,0,"
            11-8        ",,,,,,
聊城残疾人想买保险,https://tieba.baidu.com/p/1232157380,0,"
            11-5        ",,,,,,
平安旅游保险：“前程无忧”境外留学保险计划,https://tieba.baidu.com/p/1265303277,0,"
            10-31        ",,,,,,
我是中国平安重庆大足人寿部的人,https://tieba.baidu.com/p/1262587928,0,"
            10-29        ",,,,,,
青岛想买保险或者了解保险的进,https://tieba.baidu.com/p/1257699432,0,"
            10-29        ",,,,,,
美亚“畅游神州”境内旅行保障计划,https://tieba.baidu.com/p/1260396108,1,"
            10-27        ",,,,,,
【旅游保险】美亚“乐悠游”境外旅行计划,https://tieba.baidu.com/p/1259226630,1,"
            10-26        ",,,,,,
RSA“无忧海外”旅行保险计划A+,https://tieba.baidu.com/p/1257059093,2,"
            10-24        ",,,,,,
★★安安中国平安保险（天津）群★★,https://tieba.baidu.com/p/1248913808,1,"
            10-18        ",,,,,,
【旅游保险】美亚“乐悠游”境外旅行保障计划,https://tieba.baidu.com/p/1249776430,0,"
            10-18        ",,,,,,
聊城残疾人想买保险,https://tieba.baidu.com/p/1232155244,0,"
            10-3        ",,,,,,
上海平安 融资产品年返15%,https://tieba.baidu.com/p/1230078192,0,"
            10-2        ",,,,,,
【旅游保险】RSA“无忧海外”旅行保险计划,https://tieba.baidu.com/p/1223516091,1,"
            9-27        ",,,,,,
西安市 买保险请进。,https://tieba.baidu.com/p/1218607662,0,"
            9-22        ",,,,,,
杭州买保险好不好，杭州买保险注意事项，杭州买保险的好处是什么？,https://tieba.baidu.com/p/1217623577,6,"
            9-21        ",,,,,,
想买平安万能保险（医疗保险）,https://tieba.baidu.com/p/1055236343,7,"
            9-19        ",,,,,,
杭州买保险的好处.,https://tieba.baidu.com/p/1203893621,8,"
            9-8        ",,,,,,
留学保险两  可购买90天境外旅行险,https://tieba.baidu.com/p/1202144939,2,"
            9-7        ",,,,,,
天津平安保险,https://tieba.baidu.com/p/1198407175,0,"
            9-2        ",,,,,,
湖北省松滋市的交警大队和保险公司,https://tieba.baidu.com/p/1189774203,0,"
            8-26        ",,,,,,
{长沙地区想咨询保险或者有意向够买保险的请进}1,https://tieba.baidu.com/p/1188944108,0,"
            8-25        ",,,,,,
广州想了解或者想咨询保险的请进,https://tieba.baidu.com/p/1186779101,0,"
            8-23        ",,,,,,
请问个问题，什么样的保险可以在自己意外身亡之后，亲人收益很高的,https://tieba.baidu.com/p/797470986,6,"
            8-22        ",,,,,,
武汉白飞保险，QQ472911287,https://tieba.baidu.com/p/1182027696,1,"
            8-22        ",,,,,,
广州平安人寿保险顾问 徐晓俊,https://tieba.baidu.com/p/1182582119,0,"
            8-20        ",,,,,,
