字段1_文本,字段1_链接,字段2,字段3,"是否担忧（1=担忧，-1=完全不担忧，0=中性，有些担忧但不用买保险,2=疑似抑郁症）",标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,是否有直接保险需求（是=1，否=0）
买保险千万别买中华财险，给合作伙伴厚本挖坑跳的猪队友。,https://tieba.baidu.com/p/6277882795,0,"
            9-28        ",,,,,,
之前了解过国寿福和大福星，后面吧友们觉得不值得，出双倍的钱买,https://tieba.baidu.com/p/6267288294,59,"
            9-28        ",,,,,,
找前辈问个问题，保险合同条款内未注明停售不续，并写明保单第三,https://tieba.baidu.com/p/6243353838,13,"
            9-28        ",,,,,,
北京电信大团圆卡，乐分享！流量+宽带每月仅要65元。,http://www.baidu.com/baidu.php?url=a00000jCx3p_KaPSJMyKFIdpZXEa9vkHqcAVv0eWNYo0RnOdjFXQ8YMkHHmb7DVHgWFjS_fOiJAuO2SuGDwjlJduTcbCzMWCnSbJCYrWvFtdF17Zs_xf283chwC73yNSqKUuZRUPvNOn6YHY6q3JZ4qEruiiM6Zz6-sDutDPg8xnEwgXJWUissmGw4R9OglEeihZI8Ktith7pbvx3ftAmp_iJ8ET.7Y_iT5-x-tJqhOb6vsytStQVr-d1lAWDkbozyNeePSHxgg3e2SreukvXPhSEF8ozyImphmCbYyQe8WCCoDkqgHmP2s1f_IhHkoz2.U1Yk0ZDqdVBt_6KY5IUZkPzvJnOz0A-V5HRsr0KM5fKdpHY0TA-b5HD0mv-b5Hn4n0KVIjYkPWRkPfKBm1Yk0AVG5H00uy-b5fKBpHY0Uynq0Z7spyfqn0Kkmv-b5H00ThIYmyTqn0KEIhsqn10snj0kQHFxn1f4nHDVuZGxn16dnHTVPNtYnHDzPaYk0A7B5HKxn0K-ThTqn0KsTjYs0A4vTjYsQW0snj0snj0s0AdYTjY0uAwETjY0ThCqn0K1XWY0IZN15Hc3P1D1P163njT4PH0dnW0vrHf0ThNkIjYkPH6znj04n1TLP1nL0ZPGujYsPAc3m1ckmW01ujKBuHfv0ZK85HDLnfKET1YY0AdYXgK-5HDd0A7bIZ-suHYkrjT0mgwspyfqn0KWTA-b5HDsnjD0TAkGujYsnj0k0APCpyfq0A7sTZu85fKYmg6q0AdYT1YkPWRkPfKEmLKW5HDWnansc10Wnansc1nvcznWni3snj0Wni3snj0Wcznsc10Wni3snanWc10Wnansc10Wnansc10WrH0Wnansc10Wni3snankQW0snankQW0snansQW0snansQW0snansQW0snankQW0sc10Wnansc10Wni3snj0Wnansc10Wc10Wnans0ZKY5HTLnfKsULPGIA-EUWYs0ZKETv-Ypyq8gvPCmy4MuNqzuy71Uv3qn0KETh-xUgfqnHmdnHR0UgwxTZfqn0K9mvPY5fKbmvPb5fKbmLFs5fKbuguYTjY0Tv3q0ZKzUvfq0AqWTAPxUA7BgLPYmgwdT1Ys0AqWTAPxmvkGmv_qnansc10Wnansc10Wni3snj0Wni3snj00uMw4TARqn0K9uZP8gLnqn0K9uZP8gv-15fKBUysqn0KVmynd5fKEmHY0mywWp1Ys0AkY5H00Tvnqn0Kvpyw-Uv-b5fKBugP_5H00pgPbUjYs0Aq_uAsqn0KsThqMmywv5H00mgP45H00mywsI1YknHfs0A7bTA6qPWfs0A-1TjdMXh93XfKCTvkM5H00nHYs0jcq0jnq0jfq0jRqn00v5H00P1Ys0j6qn0045fKsThqMgLw15HDYnW01P1mznWcsn10LPWm1PjRz0ZKzUvIxTZnqnHD3nWc4rH63PH0YnW0LnWcsPjm0TZFEudqYpHYs0ZKzUvIxTAbq0ZKWpHYs0ZPJpjYzPHR0mMNYmyTqn0K8ugfqn0KWThnqnWn1rjc,,,,,,,,
华夏常青树2.0多倍版谁懂，我看不懂啊，这款值不值得入手！,https://tieba.baidu.com/p/6217670125,25,"
            9-28        ",,,,,,
人在做你天在看，何时收你中华财险，不要脸，向全中国老百姓批判,https://tieba.baidu.com/p/6277546006,0,"
            9-28        ",,,,,,
人在做天在看，何时收你中华财险，不要脸，向全中国老百姓批判你,https://tieba.baidu.com/p/6277544712,0,"
            9-28        ",,,,,,
买的重疾险，已经交保费三年，关于补充告知10年前的病史,https://tieba.baidu.com/p/6206310793,99,"
            9-28        ",,,,,,
保险小白求助,https://tieba.baidu.com/p/6277175978,18,"
            9-28        ",,,,,,
有一家保险公司的客服接到了一位刚刚退保的客户来电：“我老公近,https://tieba.baidu.com/p/6216376789,20,"
            9-28        ",,,,,,
曝光贵阳花果园无良保险公司：国际商务港5号xx寿险公司,https://tieba.baidu.com/p/6277366257,0,"
            9-28        ",,,,,,
求京津冀和全国车险群,https://tieba.baidu.com/p/5934632743,2,"
            9-28        ",,,,,,
各位保险同仁，有没有某些业务，因为所在公司政策原因无法承保？,https://tieba.baidu.com/p/6270588868,14,"
            9-28        ",,,,,,
比做保险行业还要好的行业,https://tieba.baidu.com/p/6277309016,0,"
            9-28        ",,,,,,
中财承保，理赔就跑！,https://tieba.baidu.com/p/6276666077,3,"
            9-28        ",,,,,,
想问问，保险适合理财吗,https://tieba.baidu.com/p/6270948873,26,"
            9-28        ",,,,,,
有关重疾险是否要身故？,https://tieba.baidu.com/p/6270695629,33,"
            9-28        ",,,,,,
求大神赐教，新生儿一年交五千多保额二十万是不是有点贵？,https://tieba.baidu.com/p/6261593687,67,"
            9-28        ",,,,,,
经过几天恶补 差不多决定买达尔文超越者 最后问问前辈有大问题么,https://tieba.baidu.com/p/6206473763,216,"
            9-28        ",,,,,,
想买重疾险，31岁，能给推荐一下吗？说的时候顺便带上哪个保险,https://tieba.baidu.com/p/6162196236,68,"
            9-28        ",,,,,,
安邦超惠保，为什么这么多平台都讲这款重疾险？,https://tieba.baidu.com/p/6265102408,25,"
            11-26        ",,,,,,
买保险一定要问中途不买退本金能退多少（我已经亏了5W）,https://tieba.baidu.com/p/6257232198,53,"
            9-25        ",,,,,,
人在天津，想给父母买一份保险，年龄53－56来个不坑的保险员,https://tieba.baidu.com/p/6277057493,1,"
            9-28        ",,,,,,
大家帮忙看看哪种比较合适,https://tieba.baidu.com/p/6234541124,38,"
            9-27        ",,,,,,
我想问下乳腺增生一级，脊椎骨质增生可以买保险吗,https://tieba.baidu.com/p/6276582409,15,"
            9-27        ",,,,,,
小孩刚满月，准备在中国平安买小孩子的医疗保险，但是是在平安保,https://tieba.baidu.com/p/6252302776,52,"
            9-27        ",,,,,,
中国人寿的国寿康宁重大疾病（2019版）怎么样，合适投保吗,https://tieba.baidu.com/p/6176285872,29,"
            9-27        ",,,,,,
中财承保，理赔就跑！,https://tieba.baidu.com/p/6276657793,2,"
            9-27        ",,,,,,
我发表了一篇图片贴，大伙来看看吧~,https://tieba.baidu.com/p/6276768767,0,"
            9-27        ",,,,,,
社保该不该买？它的好处到底有什么？,https://tieba.baidu.com/p/6276530103,4,"
            9-27        ",,,,,,
中华财险***不要脸，以后再也不买你的任何保险，人家是保险，,https://tieba.baidu.com/p/6275372083,4,"
            9-27        ",,,,,,
心脏做射频消融手术买什么保险好？,https://tieba.baidu.com/p/5989584992,31,"
            9-27        ",,,,,,
都说保险是骗人的，是坑。还有问返不返点，我想问你们，你们的车,https://tieba.baidu.com/p/6240753063,12,"
            9-27        ",,,,,,
买了一份车险 给我的交强险和商业险的保单都是保单抄件 这样一,https://tieba.baidu.com/p/6273128149,3,"
            9-27        ",,,,,,
最近考虑给家人买保险，还在学习中，有什么需要特别注意的吗？,https://tieba.baidu.com/p/6106367736,64,"
            9-27        ",,,,,,
在学校买的学平险，真的适合你的孩子吗？每年开学的时候，学校都,https://tieba.baidu.com/p/6275841586,2,"
            9-27        ",,,,,,
请问：有没有可以续保的医疗商业保险，不是百万医疗，就是报销额,https://tieba.baidu.com/p/6258855751,42,"
            9-27        ",,,,,,
保险小白一枚，宝宝一岁了，满月后就想给她买份保险，奈何刚出生,https://tieba.baidu.com/p/6253177185,34,"
            9-27        ",,,,,,
有人说中荷人寿的超越宝宝升级了？升级了哪里？怎么样？,https://tieba.baidu.com/p/6274831606,6,"
            9-27        ",,,,,,
求解，太平洋乐享百万医疗险2018和平安e生保百万医疗险这两,https://tieba.baidu.com/p/6244492950,16,"
            9-4        ",,,,,,
请问一下，平安e生保plus怎么样？,https://tieba.baidu.com/p/6156417403,14,"
            9-27        ",,,,,,
发生车祸可不可以不先垫付伤者医药费？,https://tieba.baidu.com/p/6275922718,9,"
            9-27        ",,,,,,
倍倍加重疾险可以保障哪些责任呢，好不好,https://tieba.baidu.com/p/6276132851,4,"
            9-27        ",,,,,,
有没有做保险的，想买保，私我,https://tieba.baidu.com/p/6276124537,4,"
            9-27        ",,,,,,
意外保险，让妈妈放心,https://tieba.baidu.com/p/6259444558,4,"
            9-27        ",,,,,,
已交了第五年了，这算是第一代的平安福，现在觉得保额挺低，如果,https://tieba.baidu.com/p/6240328642,50,"
            9-27        ",,,,,,
，厚本和中华财险是战略合作伙伴，中华财险的销售渠道是厚本金融,https://tieba.baidu.com/p/6276237273,0,"
            9-27        ",,,,,,
网络信息这么发达，怎样才能好好利用网络来实现自己的梦想呢？,https://tieba.baidu.com/p/6276214457,0,"
            9-27        ",,,,,,
中华财险甩锅专业户搞垮合作伙伴厚本金融，承保却不理赔，坑害上,https://tieba.baidu.com/p/6276196027,0,"
            9-27        ",,,,,,
中华财险甩锅专业户搞垮合作伙伴厚本金融，承保却不理赔，坑害上,https://tieba.baidu.com/p/6276195988,0,"
            9-27        ",,,,,,
给新生儿购买保险  苏州、昆山地区的可以联系,https://tieba.baidu.com/p/5255199493,23,"
            9-27        ",,,,,,
中华财险，愧称中华，出险不保，险之又险,https://tieba.baidu.com/p/6276056287,6,"
            9-27        ",,,,,,
中华财险险中险，去年和厚本金融推出的合作产品厚保宝上面写着大,https://tieba.baidu.com/p/6276187452,0,"
            9-27        ",,,,,,
安全生产企业标准化的要求是什么,https://tieba.baidu.com/p/6276183461,0,"
            9-27        ",,,,,,
【FRM成功脱坑了】自学资料无偿分享，需要的童鞋自取哦~,http://www.baidu.com/baidu.php?url=a00000jCx3p_KaPSJEpjL7KRsG8jtmUHDdu8wHooqSyZPNuX1zSN3AuGu2KGY1gBXSIT-IEyoCTjsZHEHdVxm2Ywp0WLRC8QoeKYt2YuhaDzbtWZixZr1_Yxzmaw5lQ2RC7UYovzngVw9aT1fkFEbGzMe6jeQKPkUwDLHX5ueaKR9SuCwM85dZOfmiAIo_b3ZpsU6hQe5FDQ1QAQfCkzdEKz0MJH.7b_NR2Ar5Od663ATx-ohYSyG-dvaQb63ATvPh2jExIMlrBWMCg4SAoKfxuubyFWl8hspN9h9mLI5Akf.U1Yk0ZDq8xo2vyytYVUZ8q8s46KY5ULszPC0pyYqPH030ATq0ZNG5fKspyfqnfKWpyfqn1bs0AdY5HDvPHDd0AFW5Hc0pvbqn0K-pyfq0AFG5fKVm1Y0TgKGujYs0Z7Wpyfqn0KzuLw9u1Ys0AqvUjY1nj0snjDVn6K9mWYsg100ugFM5H00TZ0qn0K8IM0qna3snj0snj0sn0KVIZ0q0AwbUL0q0ZFJ5H00TLCq0ZwdT1YkPjcYnHmsnH61nj0znjD4PHnk0ZF-TgfqnHR3nW0srHn3PHcYnsK1pyfqnjwBrAnzrHnvrjDznyuBPsKsUWYkP1c0ULnqP0KVIZ-suHYkn6K9uZw4TARqnH630A7YTA-b5H00mLKGujYknj0k0ZK_pyfqnj0snfKWpA-b5fK9TZKvUWY0IA735fKVIZnqnHmdnHR0UvPsm1Ykc10Wnansc10Wnanznj0WcznkQW0snankQW0snanWc10WnankQW0scznWnansc10Wnansc10Wnanznj0Wnansc10Wni3snankQW0snankQW0snansQW0snansQW0snansQW0snankQW0sc10Wnansc10Wni3snj0Wnansc10Wc10Wnans0ZKY5HcdP6KsULPGIA-EUWYs0ZKETv-Ypyq8gvPCmy4MuNqzuy71Uv3qn0KETh-xUgfqnHmdnHR0UgwxTZfqn0K9mvPY5fKbmvPb5fKbmLFs5fKbuguYTjY0Tv3q0ZKzUvfq0AqWTAPxUA7BgLPYmgwdT1Ys0AqWTAPxmvkGmv_qnansc10Wnansc10Wni3snj0Wni3snj00uMw4TARqn6K9uZP8gLnqn0K9uZP8gv-15fKBUysqn0KVmynd5fKEmHY0mywWp1Ys0AkY5H00Tvnqn0KEm1Yk0ZuGuANEpyfq0AF-Tvsqn0KGTvw_5H00UvkbUjYs0ZKzUvI9uZmqn0K9TLbqn0K9uZKL5HDkPj00mywspjYvPj00pgPs5gwW0A91UATqn00k5H00nWY0n1Y0PjY0PHYs0jmqn00L5H00rjYs0jbq0ZKzUvIxIZnqnHf1P1nvrjbsrjDvrjbvnHTvrjf0TZFEudqsT1Y4PHDYn1nsrjRznHnLP1ckn1n40ZKzUvIxIAbqn0KsThqMgLKG5fKsmvbqn0K1ph6qnWRd0AFdIA7M5H00UhNY5H00mLFW5HmzPWR3&word=1&xst=TjYs0ynq0ycqPbN7f1fsfYDswWuAnbNAfHb3PHwawRRvnb7jwDFKfbnKIHYknjczPH0YP0715HnYnjc1PHTknjczrjfLnHT1PNtdnj9xn07WpjdhuyNb0HDsnWRYnHndnWn,,,,,,,,
安全企业生产标准化是指什么,https://tieba.baidu.com/p/6276183159,0,"
            9-27        ",,,,,,
保险没有好不好，只有懂不懂保险没有合不合适，只有适不适合你现,https://tieba.baidu.com/p/6276176506,0,"
            9-27        ",,,,,,
保险大神帮忙看下,https://tieba.baidu.com/p/6275854922,11,"
            9-27        ",,,,,,
请各位大神看下这份保险是否可以继续买？,https://tieba.baidu.com/p/6274155878,18,"
            9-27        ",,,,,,
首次解密！#骏迈国际#,https://tieba.baidu.com/p/6276111952,1,"
            9-27        ",,,,,,
入职之后努力去学习保险条款，但还是没什么业绩，不知道自己还能,https://tieba.baidu.com/p/6276047210,5,"
            9-27        ",,,,,,
走了才赔的叫寿险；确诊了就赔是重疾；伤了可赔的是意外；花了可,https://tieba.baidu.com/p/6206938647,2,"
            9-27        ",,,,,,
中华财险，出了问题各种推捼，使万干民众心寒，给保险业蒙羞，保,https://tieba.baidu.com/p/6276042445,0,"
            9-27        ",,,,,,
有吧友介绍保险吗？想了解一下,https://tieba.baidu.com/p/6252073958,24,"
            9-27        ",,,,,,
今天看公众号上说光大永明线上所有不含身故的保险9.4晚都要停了,https://tieba.baidu.com/p/6246167858,13,"
            9-27        ",,,,,,
想给媳妇买保险，重疾的那种。有推荐的么。买哪个合适。坐等。,https://tieba.baidu.com/p/6270760617,34,"
            9-27        ",,,,,,
怎么做能更好的找到客户呢？大家来探讨一下吧,https://tieba.baidu.com/p/6275764359,2,"
            9-27        ",,,,,,
中华财险成了危险，给国人丢人，不配中华两个字,https://tieba.baidu.com/p/6275864061,0,"
            9-27        ",,,,,,
我姑娘三岁了，想买份保险，带教育金的那种！年保费稍微低点的！,https://tieba.baidu.com/p/6265194051,50,"
            9-27        ",,,,,,
我想给自己买份保险 有懂行的给讲讲介绍下呗,https://tieba.baidu.com/p/6249704529,36,"
            9-27        ",,,,,,
请问如意享年金保险，怎么缴费利益最大化？,https://tieba.baidu.com/p/6253600001,24,"
            9-27        ",,,,,,
打算买这份，麻烦专业人士看一下可以吗？,https://tieba.baidu.com/p/6246033104,47,"
            9-27        ",,,,,,
