用户名,博文,预测是否担忧（1=担忧，0=不担忧）,是否担忧（1=担忧，0=不担忧）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
幺幺鲮,这后期一天天的难熬啊，肚子整天紧巴巴的箍着，好频繁的假宫缩今年的猪宝宝真是多，朋友圈常常能看到新生儿报到，哈哈哈哈，刚刚抱出来的确实长的都不怎么好看呀，我一直还担心我家豆苗的颜值呢，咋办叻😛​,0,0,  ,2,1,"
                        2019年11月13日 15:40
                        ",HUAWEI nova 3e,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/2990263394/Ig1xx4DVn?refer_flag=1001030103_
賍孩子xs,昨晚美股道琼斯，纳斯达克指数又创新高了，真替美国人民担心，长这么高万一崩盘了咋办呢？2成都·香槟广场​,0,0,  ,2,1,"
                        2019年11月13日 14:42
                        ",iPhone X,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5748513848/Ig19Scm36?refer_flag=1001030103_
旅途漫漫斌哥斌,今天终于回家了带上我的小宝贝进手术室之前还是挺担心万一自己挂了咋办从手术室出来感觉简直要了命了再也不想来第二次度过这个劫却感觉人生多了一份美好一切都值得虽然后面还有很多事情要面对但是好像看着他就啥都不怕了之前担心的各种都一定能克服人生是有很多节点要去跨过，很多新事物要去接受，很多新角色要去适应，很多困难要去面对……小宝贝，我们一起加油哟！2德阳·东泰帝景国际收起全文d,0,0,  ,2,4,"
                        2019年11月13日 12:05
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5691057924/Ig08aE2g5?refer_flag=1001030103_
你今天怪可爱的哦,第一次考试倒数第二个交卷如果考100分咋办好担心​,0,0,1,2,1,"
                        2019年11月13日 11:29
                        ",Android客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/6152992789/IfZTLp4mA?refer_flag=1001030103_
一手一手就一手,看不懂走势咋办？不用担心，经过一段时间就能看懂了​,0,0,  , ,1,"
                        2019年11月13日 10:37
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/3216954530/IfZyrEtlr?refer_flag=1001030103_
左宁的小迷妹,忽然发现之前背过的知识都忘了，很担心万一不过咋办，都捡不起来了，好惊恐​​​,0,0,  ,2, ,"
                        2019年11月13日 08:09
                        ",小米Max2 大屏大电量,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/1594295761/IfYAnimZc?refer_flag=1001030103_
贵阳江水平装修队-刘勇,贵阳装修喜欢榻榻米，又担心榻榻米不透气返潮咋办？给大家分享几个方案：1，可以给榻榻米盖板开孔2，可以参考视频给榻榻米做床板或者排骨架3，如果觉得储物打开麻烦，还可以加气撑。这样布置的榻榻米舒适，大大提高了使用率#贵阳装修##中天未来方舟##中铁逸都国际#2贵阳L贵阳江水平装修队-刘勇的微博视频收起全文d,0,0,2,4,7,"
                        2019年11月13日 07:17
                        ",贵阳装修超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=43,https://weibo.com/5980186708/IfYfsp40a?refer_flag=1001030103_
Angry-Kit,#MOVIENIGHT#《少年的你》隔壁有个女孩哭到抽搐把我震惊了一下我看完没有像网评那么大的感触也没有流一滴眼泪感恩当年读书的都是好学校遇到的都是好同学反而一直在担心要是日后猪头启被欺负了咋办​,0,0,  , , ,"
                        2019年11月12日 22:15
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/1853598832/IfUHvpnsV?refer_flag=1001030103_
wyksyjsacy_,小李dbq我必须得若即若离一点不然你不珍惜我咋办？昂？？小李还重感冒了好担心他​,0,0,  , , ,"
                        2019年11月12日 21:43
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/7014773620/IfUui0IaA?refer_flag=1001030103_
小妞璞璞,2019.11.12，1574Days。以雪为令，带我的小天使翱翔一下，看我把最保暖的装备都武装上，朵爸忍不住问“到了寒冬腊月你可咋办？”不用担心，有母爱呢​,0,0,  , , ,"
                        2019年11月12日 21:32
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/2036940451/IfUpWvKX2?refer_flag=1001030103_
侑子好七啊,家里小孩不会读书咋办成绩差到特马数字的。担心以后高中都考不上。​,0,0,  ,7, ,"
                        2019年11月12日 20:23
                        ",NEX 3,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/5056270536/IfTY5nVuS?refer_flag=1001030103_
胡歌家的猫少爷,#襄阳为郭靖黄蓉立像#发展旅游业是没错我是担心以后小孩子们以为这是真的历史人物的话咋办(・o・)​,0,0,  ,3,3,"
                        2019年11月12日 19:59
                        ",荣耀9 美得有声有色,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/5436646345/IfTObjYWe?refer_flag=1001030103_
落叶满长安echo,收拾东西的时候发现一根网线突然想起这是我自己做成功的第一根网线当时拿起那把钳子的时候还担心水晶头被夹爆了咋办我还得重新捋线​,0,0,  , ,1,"
                        2019年11月12日 19:37
                        ",nova4e 3200W立体美颜,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/5253262175/IfTFsjf0h?refer_flag=1001030103_
滚滚吹泡泡,有些东西努把力或许可以成功，但有些东西现在变得好难，比如限*流，不能刷播放量以后，有热搜热门还好，没有可咋办，这是最近唯一担心的事，只有多带视频链接发帖咯。​,0,0,  , , ,"
                        2019年11月12日 19:36
                        ",🌻蔡徐坤的ikun,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/1781025702/IfTERFK7T?refer_flag=1001030103_
娱乐破事,贵妇时尚视频【小姐姐美得像一幅画，这身材这脸蛋都太正点了！担心他过于沉醉在美的当中，失去重心，掉下去咋办？L娱乐破事的微博视频​,0,0,1,2,3,"
                        2019年11月12日 14:41
                        ",贵妇时尚视频超话,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/3801955023/IfRJk7J8N?refer_flag=1001030103_
郑何夏,在跟恋爱脑，期盼男人不出轨一辈子都恩爱，对男人这个行为深恶痛绝然后探讨如何男人才能保证不出轨的人聊天时我说为啥老要关注他出不出轨，我现在想的是如果结婚了我看到别的帅哥想出轨了咋办，我担心的是我会不会出轨，你也改变不了别人啊她们像看怪物一样的看着我就是那种天呢！你这个坏女人！你竟然想出轨！你太放荡了！我收起全文d,0,0,  ,1,1,"
                        2019年11月12日 13:11
                        ",iPhone 8 Plus,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/2476911697/IfR8qqKaL?refer_flag=1001030103_
紫尘飘飘,回老家，有得好几天，但不回咋办，我也不能表现出来心里的着急。要不怕老妈看出来心情不好。我现在最担心得就是她。所以所有玩自己承受。​,0,0,  , , ,"
                        2019年11月12日 11:33
                        ",华为畅享9S超广角三摄,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/1951607531/IfQuTkFg4?refer_flag=1001030103_
亲亲亲亲肠,又发烧请假了…大概是这两个月弦绷得太紧本来打算今天讲公开课又讲不成了压力好大每次一生病就告诫自己身体最重要成绩算什么好了不多给你钱差了也不扣你钱就是控制不住的挑剔自己、苛刻自己请假还在担心班里的课咋办安静看会儿书吧…​,0,0,  ,5, ,"
                        2019年11月12日 09:54
                        ",蓝忘机的iPhone XS Max,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/5991087875/IfPQvBz5Q?refer_flag=1001030103_
张七七不气气,咋办、今天上课老师又叫错我和我partner名字了！我好担心之前期中考试的口语展示他打分不会都没给对人吧？🙃2厦门·厦门大学​,0,0,  , ,1,"
                        2019年11月12日 00:18
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/6000711250/IfM50zXpS?refer_flag=1001030103_
放下我执0,宝儿，瓶儿今天早晨起来的时候眼睛都是肿肿的，脸感觉也是肿肿，瓶儿皮肤过敏了，瓶儿想带着药，但有担心吃完了困，到时头脑不够清醒。这可咋办哇宝儿？？！2广州·富城花苑​,0,0,  , ,1,"
                        2019年11月11日 23:39
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/5626433541/IfLOQww0W?refer_flag=1001030103_
小琳宇航园,12点买了一个红色牛角扣，但是现在陷入了深深的担心中，不好看咋办，从来没穿过红色的外套​,0,0,  ,6,2,"
                        2019年11月11日 21:35
                        ",Redmi K20,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/6060489430/IfL0R7BK8?refer_flag=1001030103_
赞赞赞歌的麻麻,我妈今天早上担心的问我，今天下午两点淘宝有清空购物车活动，你上班不在家咋办呀，我万一被抽中，不会清空怎么办呀？我滴妈妈👩就是这么天真​,0,0,  , ,3,"
                        2019年11月11日 17:29
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/1872181142/IfJoRaU6S?refer_flag=1001030103_
王荣林·小米有品有鱼,和女神约会遇到知识盲区该咋办？别担心，神助攻小爱同学#南宁爆料#2南宁L王荣林·小米有品有鱼的微博视频​,0,0,  , ,1,"
                        2019年11月11日 13:50
                        ",Android客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/6062156930/IfHXUmrHn?refer_flag=1001030103_
另一个_小窝儿,补发昨日116斤D32（11.10）早餐：两个素包子一个桃子午餐：半碗饭一个素包子一袋酸奶下午➕餐：小饼干冰糖雪梨红枣银耳茶晚餐：一个豆干消费记录：交通费4+6共10碎碎念：晚上经历了双11还不错熬到一点才睡还在担心英语句子没背咋办开玩笑来一句买完东西去背英语吧哈哈祝好祝我不在暴饮暴食啊！收起全文d,0,0,  , , ,"
                        2019年11月11日 13:39
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E6%258B%2585%25E5%25BF%2583%2520%25E5%2592%258B%25E5%258A%259E?q=%E6%8B%85%E5%BF%83%20%E5%92%8B%E5%8A%9E&scope=ori&suball=1&timescope=custom:2019-01-01-0:2020-01-01-0&Refer=g&page=44,https://weibo.com/7313015336/IfHTlhy52?refer_flag=1001030103_
