用户名,博文,关键词,是否担忧（1=担忧，0=不担忧）,标签1（担忧对象）,标签2（担忧什么）,标签3（什么保险）,标签4（症状）,转发数,评论数,点赞数,发文时间,来自,页面网址,博文链接
烯炔锕镧,我太喜欢吃炸串烧烤可乐这些不健康食物了，可是又忍不住，每天担心自己会不会得病​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月25日 19:24
                        ",荣耀7X 全面屏手机,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=12,https://weibo.com/6556792554/HmzTc2ty5?refer_flag=1001030103_
木木_十二,会不会有人不去看病不是怕自己得了病而是怕自己没得病呢……​,会不会得病,0,,,,,  , , ,"
                        2019年03月25日 18:00
                        ",十二的iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=12,https://weibo.com/6579478050/HmzkYs7Uw?refer_flag=1001030103_
钝感小姐,因为看了苏大强得病想念爷爷之前我如果看过阿兹海默症相关的会不会更多照顾爷爷一些​,会不会得病,0,,,,,  , , ,"
                        2019年03月25日 08:14
                        ",iPhone,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=12,https://weibo.com/5390940325/Hmvv8riTq?refer_flag=1001030103_
Y于好人,每天这样的心情，会不会得病！2大连·岭南路​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月24日 07:53
                        ",HUAWEI P20 Pro,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=12,https://weibo.com/5545149796/HmlWkzboV?refer_flag=1001030103_
不能扎马尾的脸蒙,（一）这两天身体不好，脸冒了很多痘，在没有运动的情况下腿也突然有拉伤感，走路就痛晚上和孔羽佳聊起来这事儿，他突然说万一哪天我得病去世了怎么办？我问他会不会再找女朋友他一点没犹豫说肯定会，说他才二十岁啊呸(然后在这之后的时间他做哪个动作我都感觉他会在他新女朋友面前做同样的委屈到哭起来（二）手里压着几个活动喘不过气嫌弃自己没有规划，不够果断畏手畏脚造成这样的结果不知道怎么兜底每天忙忙糟糟瞎忙（三）还有不到一个月济南就开始教招书还没看完想做的太多，但都停在张望中收起全文d,会不会得病,0,,,,,  ,6,2,"
                        2019年03月22日 00:35
                        ",HUAWEI P20,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=12,https://weibo.com/2610039023/Hm0djCypz?refer_flag=1001030103_
看了吗,【街边18块一只的廉价烤鸭，到底能不能吃？难道吃了假烤鸭？】大家都知道，北京烤鸭上百元一套，而街边的烤鸭却只卖18块钱，不禁有人嘀咕，难道我吃了这么多年的假烤鸭？再脑补一下黑心商家钻在小黑屋处理鸭子的场面，这街边的烤鸭不会是病鸭吧吃了之后会不会得病？难道会因为一只烤鸭，断送了自己的生命？街边的廉价烤鸭到底能不能吃？请关注《看了吗视频》weixin号：klmapp，回复【烤鸭】为您揭晓谜底收起全文d,会不会得病,0,,,,,1,2, ,"
                        2019年03月20日 15:33
                        ",360安全浏览器,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/6275571876/HlNeGkqBn?refer_flag=1001030103_
用户6866607034,昨晚睡了很久做了好多莫名其妙的梦刚开始梦到一个亲人平时关系还挺不错的但是几乎没梦到过他得病了病得不轻但是是很奇怪的病。。。然后醒了之后很想去问问他没什么事吧但是又怕会不会有点莫名其妙了希望没事儿吧还梦到了本来我就低血糖不能长跑但是我们班没多少女生结果让我去跑了两圈操场手上还插着针管结果我跑了个第一但是手上的血管整个被针搞的诶哟好可怕奇怪的梦真的奇怪收起全文d,会不会得病,0,,,,,  , , ,"
                        2019年03月20日 09:15
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/6866607034/HlKLg8ZdG?refer_flag=1001030103_
有时体,我说我会不会得病快要死了，旺仔说那他就成韩剧男主角了，韩剧开始就死掉的一定是女二，还有女一会出现的​,会不会得病,0,,,,,  , , ,"
                        2019年03月19日 20:41
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/5327812304/HlFPxfKps?refer_flag=1001030103_
梦里芳菲,#父亲生死让网友投票决定#我觉得我不能站在道德制高点说你必须救之类的，也不能太现实了说不救什么的。我给你一个建议，你问问你父亲，如果你和父亲反过来，得病的是你，筹钱的是你父亲，看你父亲会不会继续下去。如果你父亲说他会选择继续救你，那你就继续，如果你父亲说实在不行了，那你就停止。​,会不会得病,0,,,,,  ,2,10,"
                        2019年03月19日 11:47
                        ",微博 HTML5 版,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/5857933669/HlCkNnNMt?refer_flag=1001030103_
梦想上天的喵,自己会不会有一天得病去世啊毕竟我的身子骨毛病不断啊我还有好多东西没看呢​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月18日 22:43
                        ",OPPO A7x,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/6513767886/HlxcpDmTX?refer_flag=1001030103_
QMLTP,第一次发现自己这么怕得病，我会不会就挂了2成都·桐梓林​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月18日 14:46
                        ",华为麦芒7,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/3053109101/Hlu4N166W?refer_flag=1001030103_
忘东忘西不忘沵35685,突然之间，天旋地转，差点摔了我会不会得病了2高碑店·白沟镇​,会不会得病,1,自己,健康,健康保险,担忧,  , ,1,"
                        2019年03月17日 22:00
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/5916915849/HlnuuvUhZ?refer_flag=1001030103_
性感荷官在线发钱,想要以后如果工作了天天很晚睡觉我会不会得病​,会不会得病,1,自己,健康,健康保险,作息不规律,  , , ,"
                        2019年03月14日 00:59
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/2479699391/HkMXibWnB?refer_flag=1001030103_
你好懂啊,其实我睡眠还是蛮有规律的，基本都是1点后睡会不会得病什么的，我今天晚上一定12:30前睡！！！（我喜欢的人开直播除外）明明早睡对别人来说那么简单，对我来说就那么费劲，我总有理由晚睡。小说没看完，今天没怎么玩手机，xxx来直播了，睡不着。。。。。。。天天找一堆理由​,会不会得病,0,,,,,  , , ,"
                        2019年03月13日 16:30
                        ",Share微博客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/6019585194/HkJCIAyj3?refer_flag=1001030103_
i神之玉,风水当然可以影响人的生活。风水其实很生活化，比如明堂大门前面不能逼塞，不能太过压迫，就跟人体一样，如果你坐在一个地方，在你的面前放上很大的物体，你会不会觉得难受？让你长此以往会不会得病？其实风水就相当于人体的气血流动，如果阳宅，阴宅的风和水不能收藏，流动，肯定会出问题！O你相信风水会影响你的生活么?收起全文d,会不会得病,0,,,,,  , ,1,"
                        2019年03月13日 13:22
                        ",红米Redmi,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=13,https://weibo.com/2271095280/HkIo4vxRS?refer_flag=1001030103_
你算哪根小牙签_,说实话我从不diss那些去pc的男的首先他们至少没有骗炮其次他们会不会得病反正和我没有关系最后这真的不关我事​,会不会得病,0,,,,,  , ,1,"
                        2019年03月11日 23:48
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/5885309824/HktDn9fZI?refer_flag=1001030103_
君莫思谦,反对…隔绝狂犬不是靠宠物狗打针，是靠宠物产业的规范，和治理野狗来解决。归根到底，就是宠物行业。弃养，狗咖啡店倒闭后狗的妥善。靠的是治理。什么叫规定狗要打针？我打不打我的自由，会不会得病主人承担后果。要你规定扯什么淡​,会不会得病,0,,,,,  ,1,1,"
                        2019年03月11日 13:14
                        ",Android客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/6180059788/HkptZELBd?refer_flag=1001030103_
我爱我的小贤贤,临近崩溃，这样下去我会不会得病​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月10日 00:50
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/5447012348/HkbbFygcB?refer_flag=1001030103_
抑郁症患者真人,又是一个失眠的夜晚！有时候把事情讲出来也没用。因为大家都太忙了，谁关心你的那点破事儿！依旧的心情差，不知道长久的这样会不会得病！又有好多事情让我开始担心了！好害怕！​,会不会得病,1,自己,健康,健康保险,失眠,  , , ,"
                        2019年03月09日 04:52
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/6573389765/Hk3la4LMK?refer_flag=1001030103_
闪光光啊,感觉每天想的事情好多，惶恐不安，长期下去我会不会得病？​,会不会得病,1,自己,健康,健康保险,担忧,  , , ,"
                        2019年03月01日 09:26
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/5269929981/HiRIucQvx?refer_flag=1001030103_
湖北夏小中骨科,发表了博文《湖北夏小中|骨结核会不会传染？给患者带来的危害有哪些？》大家都知道肺结核是可以传染的，那么，骨结核会不会传染呢？很多人都担心自己和骨结核病人接触后也会得病，下面一起来了解一下骨结核疾病是否O湖北夏小中|骨结核会不会传染？给患者带来的危害有哪些？​,会不会得病,0,,,,,  , , ,"
                        2019年02月27日 16:50
                        ",新浪博客,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/7012008204/HiBLGqi3X?refer_flag=1001030103_
沧州新鲜事,沧州身边事【非洲猪瘟肆虐，谣言四起！沧州疾控：真相在这里！】看到猪得瘟疫这种关乎菜篮子的事，吃货们广大市民不淡定了——非洲猪瘟是什么鬼、人会不会得病、猪肉还能不能吃……沧州疾控中心也接到不少咨询，想知道非洲猪瘟到底对日常生活有什么影响，今天就把有关真相给大家讲个明明白白！(源：沧州疾控)收起全文d,会不会得病,0,,,,,1,3,3,"
                        2019年02月27日 09:51
                        ",沧州身边事超话,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/2536133272/Hiz1s47rS?refer_flag=1001030103_
没有人把你当回事,每天，老大老二一起醒来，和老二玩的时候，就忽略了老大，两个都是宝宝，都需要陪，怎么办啊，又没有分身术，真的很累啊，男人指望不上，整天忙的不着家，崩溃啊，这都产后三个月了，会不会得抑郁症啊？我一直都在自我检讨，一直都劝自己忍着，时间长了会不会得病？​,会不会得病,1,自己,健康,健康保险,担忧,  , ,1,"
                        2019年02月25日 21:47
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=14,https://weibo.com/3168437807/HikRjnUJT?refer_flag=1001030103_
_Aoassn,下班回家路上头都会剧烈疼痛眼睛无法聚焦每天都会滴很多次眼药水长期这样下去不晓得年纪大了会不会得病​,会不会得病,1,自己,健康,健康保险,担忧,  ,8, ,"
                        2019年02月25日 19:39
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=15,https://weibo.com/2373123562/Hik19cBCU?refer_flag=1001030103_
胡萝卜咬死兔子,睡不着啊…睡不着…再这样下去会不会得病​,会不会得病,1,自己,健康,健康保险,失眠,  , ,1,"
                        2019年02月25日 04:05
                        ",荣耀V10 我AI的快,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=15,https://weibo.com/2435369972/HidU0uUGb?refer_flag=1001030103_
Marlene-1,晚上感觉有点不舒服，突然想到像我这样经常熬夜的会不会很容易得病，想着想着就开始看看保险相关的东西，感觉以后工作了还是要给自己再买份保险。大概我是一个很怕死的人​,会不会得病,1,自己,健康,健康保险,作息不规律,  ,4, ,"
                        2019年02月21日 01:08
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=15,https://weibo.com/5383434339/HhB2lvt0h?refer_flag=1001030103_
王金枫日记,心情持续压抑会不会得病，怎么调整好呢2铁岭·凡河镇​,会不会得病,1,自己,健康,健康保险,担忧,  ,2, ,"
                        2019年02月20日 08:01
                        ",iPhone客户端,https://s.weibo.com/weibo/%25E4%25BC%259A%25E4%25B8%258D%25E4%25BC%259A%25E5%25BE%2597%25E7%2597%2585?q=%E4%BC%9A%E4%B8%8D%E4%BC%9A%E5%BE%97%E7%97%85&scope=ori&suball=1&timescope=custom:2019-01-01-0:2019-08-12-7&Refer=g&page=15,https://weibo.com/1722898797/Hhujlqj5n?refer_flag=1001030103_
